State,Country,Date,Time,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Lat,Long
Himachal Pradesh,India,2020-12-23,05:22:03,52955,889,47275,4791,710.6188912842334,1.6787838730998017,31.927213,77.233081
Jammu and Kashmir,India,2020-12-23,05:22:03,118803,1850,113307,3646,873.1457146384915,1.557199734013451,33.75943,76.612638
Jharkhand,India,2020-12-23,05:22:03,113407,1014,110758,1635,293.8465896259175,0.8941247012970981,23.654536,85.557631
Karnataka,India,2020-12-23,05:22:03,911382,12029,885341,14012,1348.942817341513,1.319863679554786,14.70518,76.166436
Kerala,India,2020-12-23,05:22:03,715341,2870,650836,61635,2003.78756609732,0.40120725639939553,10.450898,76.405749
Ladakh,India,2020-12-23,05:22:03,9296,125,8901,270,3389.1260677606465,1.3446643717728055,34.1526,77.5771
Lakshadweep,India,2020-12-23,05:22:03,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-12-23,05:22:03,233324,3502,218828,10994,273.34445772626225,1.5009171795443246,23.541513,78.289633
Maharashtra,India,2020-12-23,05:22:03,1902458,48876,1794080,59502,1544.9023540470914,2.569097451822852,19.449759,76.108221
Manipur,India,2020-12-23,05:22:03,27723,337,25928,1458,896.7360979704323,1.2155971575947768,24.738975,93.882541
Meghalaya,India,2020-12-23,05:22:03,13299,134,12735,430,395.01471763234736,1.0075945559816528,25.536934,91.278882
Mizoram,India,2020-12-23,05:22:03,4141,7,3989,145,334.15533986850045,0.16904129437333978,23.309381,92.83822
Nagaland,India,2020-12-23,05:22:03,11866,76,11373,417,527.4492764574753,0.6404854205292432,26.06702,94.470302
Odisha,India,2020-12-23,05:22:03,326915,1843,322344,2728,705.2218581391704,0.5637551045378768,20.505428,84.418059
Puducherry,India,2020-12-23,05:22:03,37811,629,36822,360,2674.911675776171,1.663537065933194,11.882658,78.86498
Punjab,India,2020-12-23,05:22:03,163665,5230,153382,5053,542.991190215522,3.195551889530443,30.841465000000003,75.40879
Rajasthan,India,2020-12-23,05:22:03,300716,2634,286481,11601,371.1045551012135,0.8759094960028732,26.583423,73.847973
Sikkim,India,2020-12-23,05:22:03,5610,124,5108,378,812.7478265152821,2.2103386809269163,27.571671,88.472712
Tamil Nadu,India,2020-12-23,05:22:03,809014,12012,787611,9391,1039.3124767612017,1.4847703500804683,11.006091,78.400624
Telangana,India,2020-12-23,05:22:03,282982,1522,274833,6627,718.9084334898299,0.537843396399771,18.1124,79.0193
Tripura,India,2020-12-23,05:22:03,33203,383,32613,207,796.2743483251212,1.1535102249796705,23.746783,91.743565
Uttar Pradesh,India,2020-12-23,05:22:03,576832,8224,551917,16691,242.48587197746284,1.4257184067458115,26.925425,80.560982
Uttarakhand,India,2020-12-23,05:22:03,87376,1439,80425,5512,776.6163256171218,1.6469053286943782,30.156447,79.197608
West Bengal,India,2020-12-23,05:22:03,539996,9439,514309,16248,542.1140232253206,1.7479759109326736,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-12-24,05:23:04,4896,62,4761,73,1173.9993669611256,1.2663398692810457,11.225999,92.968178
Andhra Pradesh,India,2020-12-24,05:23:04,879718,7085,868769,3864,1632.027134173168,0.8053717213925371,15.9129,79.74
Arunachal Pradesh,India,2020-12-24,05:23:04,16669,56,16401,212,1061.4101109357907,0.33595296658467816,27.768456,96.384277
Assam,India,2020-12-24,05:23:04,215680,1029,211181,3470,605.7229302329799,0.47709569732937684,26.357149,92.830441
Bihar,India,2020-12-24,05:23:04,247807,1368,241031,5408,198.563419019976,0.5520425169587623,25.679658,85.60484
Chandigarh,India,2020-12-24,05:23:04,19266,313,18584,369,1663.0512752563077,1.6246236894010173,30.733839,76.76827800000002
Chhattisgarh,India,2020-12-24,05:23:04,271194,3227,252332,15635,921.2932185509756,1.1899230808941201,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-12-24,05:23:04,3365,2,3357,6,546.5110991288303,0.05943536404160475,20.194742,73.080901
Delhi,India,2020-12-24,05:23:04,619618,10347,601268,8003,3311.53109397816,1.6698998415152562,28.646519,77.10898
Goa,India,2020-12-24,05:23:04,50364,727,48637,1000,3175.035460992908,1.4434913827336986,15.359682,74.057396
Gujarat,India,2020-12-24,05:23:04,238205,4254,222911,11040,372.93886518964166,1.785856720052056,22.694884,71.590923
Haryana,India,2020-12-24,05:23:04,259226,2847,251149,5230,919.0882141169986,1.0982694637112018,29.20004,76.332824
Himachal Pradesh,India,2020-12-24,05:23:04,53392,894,47869,4629,716.4831242271323,1.6744081510338626,31.927213,77.233081
Jammu and Kashmir,India,2020-12-24,05:23:04,119053,1853,113645,3555,874.9830960906403,1.556449648475889,33.75943,76.612638
Jharkhand,India,2020-12-24,05:23:04,113609,1014,110962,1633,294.3699877504111,0.8925349224093162,23.654536,85.557631
Karnataka,India,2020-12-24,05:23:04,912340,12038,886547,13755,1350.3607597838843,1.3194642348247363,14.70518,76.166436
Kerala,India,2020-12-24,05:23:04,721510,2892,655644,62974,2021.0679477548156,0.40082604537705646,10.450898,76.405749
Ladakh,India,2020-12-24,05:23:04,9309,125,8947,237,3393.865594318401,1.3427865506499086,34.1526,77.5771
Lakshadweep,India,2020-12-24,05:23:04,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-12-24,05:23:04,234331,3514,220051,10766,274.52418149634315,1.4995881893560818,23.541513,78.289633
Maharashtra,India,2020-12-24,05:23:04,1906371,48969,1801700,55702,1548.0799290113675,2.5687025243250132,19.449759,76.108221
Manipur,India,2020-12-24,05:23:04,27827,338,26030,1459,900.1001117564197,1.214647644374169,24.738975,93.882541
Meghalaya,India,2020-12-24,05:23:04,13328,135,12894,299,395.8760926839556,1.012905162064826,25.536934,91.278882
Mizoram,India,2020-12-24,05:23:04,4156,8,4008,140,335.36575525078194,0.19249278152069296,23.309381,92.83822
Nagaland,India,2020-12-24,05:23:04,11877,77,11423,377,527.9382316269539,0.6483118632651343,26.06702,94.470302
Odisha,India,2020-12-24,05:23:04,327279,1846,322648,2785,706.0070798523456,0.5640447446979489,20.505428,84.418059
Puducherry,India,2020-12-24,05:23:04,37845,629,36866,350,2677.3169810306317,1.6620425419474172,11.882658,78.86498
Punjab,India,2020-12-24,05:23:04,164145,5243,153964,4938,544.5836856867801,3.194127143683938,30.841465000000003,75.40879
Rajasthan,India,2020-12-24,05:23:04,301708,2642,287418,11648,372.3287524124986,0.8756811221445902,26.583423,73.847973
Sikkim,India,2020-12-24,05:23:04,5632,125,5110,397,815.9350728937734,2.219460227272727,27.571671,88.472712
Tamil Nadu,India,2020-12-24,05:23:04,810080,12024,788742,9314,1040.6819303185289,1.4842978471262098,11.006091,78.400624
Telangana,India,2020-12-24,05:23:04,283556,1524,275217,6815,720.3666656064421,0.5374599726332717,18.1124,79.0193
Tripura,India,2020-12-24,05:23:04,33216,384,32640,192,796.5861143260313,1.1560693641618498,23.746783,91.743565
Uttar Pradesh,India,2020-12-24,05:23:04,577642,8245,553019,16378,242.82637589593784,1.4273546591141226,26.925425,80.560982
Uttarakhand,India,2020-12-24,05:23:04,87940,1447,80986,5507,781.6292766293911,1.6454400727768934,30.156447,79.197608
West Bengal,India,2020-12-24,05:23:04,541624,9473,516462,15689,543.7484087204184,1.7489993057914717,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-12-25,05:22:48,4901,62,4775,64,1175.1983042231363,1.265047949398082,11.225999,92.968178
Andhra Pradesh,India,2020-12-25,05:22:48,880075,7089,869124,3862,1632.6894301440357,0.8054995312899469,15.9129,79.74
Arunachal Pradesh,India,2020-12-25,05:22:48,16678,56,16438,184,1061.983192164324,0.33577167526082263,27.768456,96.384277
Assam,India,2020-12-25,05:22:48,215775,1033,211286,3456,605.989731412376,0.47873942764453714,26.357149,92.830441
Bihar,India,2020-12-25,05:22:48,248351,1371,241546,5434,198.99931671433845,0.5520412641785215,25.679658,85.60484
Chandigarh,India,2020-12-25,05:22:48,19309,314,18634,361,1666.763057921937,1.6261846807188358,30.733839,76.76827800000002
Chhattisgarh,India,2020-12-25,05:22:48,272426,3249,254024,15153,925.4785369771016,1.1926174447372864,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-12-25,05:22:48,3367,2,3357,8,546.8359199901255,0.0594000594000594,20.194742,73.080901
Delhi,India,2020-12-25,05:22:48,620681,10384,602388,7909,3317.212267786697,1.6730011068487678,28.646519,77.10898
Goa,India,2020-12-25,05:22:48,50454,728,48725,1001,3180.7092198581563,1.4428984817853887,15.359682,74.057396
Gujarat,India,2020-12-25,05:22:48,239195,4262,224092,10841,374.4888304571118,1.7818098204393904,22.694884,71.590923
Haryana,India,2020-12-25,05:22:48,259745,2854,251908,4983,920.928333484372,1.0987699474484591,29.20004,76.332824
Himachal Pradesh,India,2020-12-25,05:22:48,53766,899,48186,4681,721.5019414368443,1.6720604099244876,31.927213,77.233081
Jammu and Kashmir,India,2020-12-25,05:22:48,119344,1860,113944,3540,877.1218081009413,1.5585199088349644,33.75943,76.612638
Jharkhand,India,2020-12-25,05:22:48,113786,1016,111175,1595,294.8286088792989,0.8929042237182079,23.654536,85.557631
Karnataka,India,2020-12-25,05:22:48,913483,12039,887815,13629,1352.052522008968,1.3179227199630426,14.70518,76.166436
Kerala,India,2020-12-25,05:22:48,726687,2914,660445,63328,2035.5695745729145,0.4009979537269829,10.450898,76.405749
Ladakh,India,2020-12-25,05:22:48,9341,126,8969,246,3405.532121229797,1.3488919815865539,34.1526,77.5771
Lakshadweep,India,2020-12-25,05:22:48,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-12-25,05:22:48,235369,3524,221169,10676,275.740222482782,1.4972235086183823,23.541513,78.289633
Maharashtra,India,2020-12-25,05:22:48,1909951,49058,1804871,56022,1550.9870893415766,2.5685475700685516,19.449759,76.108221
Manipur,India,2020-12-25,05:22:48,27876,341,26173,1362,901.685079790202,1.2232745013631798,24.738975,93.882541
Meghalaya,India,2020-12-25,05:22:48,13340,135,12922,283,396.2325237397935,1.0119940029985008,25.536934,91.278882
Mizoram,India,2020-12-25,05:22:48,4178,8,4024,146,337.14103114479474,0.19147917663954045,23.309381,92.83822
Nagaland,India,2020-12-25,05:22:48,11890,77,11508,305,528.5160877363377,0.6476030277544155,26.06702,94.470302
Odisha,India,2020-12-25,05:22:48,327542,1850,322972,2720,706.5744241121397,0.5648130621416491,20.505428,84.418059
Puducherry,India,2020-12-25,05:22:48,37885,629,36892,364,2680.146751918231,1.6602877128150983,11.882658,78.86498
Punjab,India,2020-12-25,05:22:48,164505,5260,154433,4812,545.7780572902236,3.1974712014832374,30.841465000000003,75.40879
Rajasthan,India,2020-12-25,05:22:48,302709,2650,288388,11671,373.5640563526159,0.8754282165379952,26.583423,73.847973
Sikkim,India,2020-12-25,05:22:48,5664,125,5119,420,820.5710676261244,2.2069209039548023,27.571671,88.472712
Tamil Nadu,India,2020-12-25,05:22:48,811115,12036,789862,9217,1042.0115592414495,1.4838832964499484,11.006091,78.400624
Telangana,India,2020-12-25,05:22:48,284074,1527,275708,6839,721.6826311750923,0.5375359941423714,18.1124,79.0193
Tripura,India,2020-12-25,05:22:48,33225,384,32657,184,796.8019523266616,1.1557562076749435,23.746783,91.743565
Uttar Pradesh,India,2020-12-25,05:22:48,578568,8267,554202,16099,243.21564333854,1.428872664924434,26.925425,80.560982
Uttarakhand,India,2020-12-25,05:22:48,88376,1458,81587,5331,785.504536631784,1.6497691680999367,30.156447,79.197608
West Bengal,India,2020-12-25,05:22:48,543214,9505,518516,15193,545.3446451683333,1.7497708085579533,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-12-26,05:22:28,4912,62,4781,69,1177.8359661995607,1.262214983713355,11.225999,92.968178
Andhra Pradesh,India,2020-12-26,05:22:28,880430,7091,869478,3861,1633.3480157733302,0.8054019058868962,15.9129,79.74
Arunachal Pradesh,India,2020-12-26,05:22:28,16678,56,16454,168,1061.983192164324,0.33577167526082263,27.768456,96.384277
Assam,India,2020-12-26,05:22:28,215836,1033,211381,3422,606.161045853883,0.47860412535443575,26.357149,92.830441
Bihar,India,2020-12-26,05:22:28,248945,1373,242068,5504,199.4752785350209,0.5515274458213661,25.679658,85.60484
Chandigarh,India,2020-12-26,05:22:28,19345,314,18686,345,1669.8705968978131,1.6231584388730937,30.733839,76.76827800000002
Chhattisgarh,India,2020-12-26,05:22:28,273279,3263,255257,14759,928.376326439346,1.1940178352526174,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-12-26,05:22:28,3370,2,3357,11,547.3231512820679,0.05934718100890208,20.194742,73.080901
Delhi,India,2020-12-26,05:22:28,621439,10414,603758,7267,3321.263377614422,1.6757879695352238,28.646519,77.10898
Goa,India,2020-12-26,05:22:28,50534,728,48826,980,3185.7525610717103,1.4406142399176791,15.359682,74.057396
Gujarat,India,2020-12-26,05:22:28,240105,4268,225206,10631,375.9135460059986,1.7775556527352616,22.694884,71.590923
Haryana,India,2020-12-26,05:22:28,260153,2858,252545,4750,922.3749013107464,1.0985842946266235,29.20004,76.332824
Himachal Pradesh,India,2020-12-26,05:22:28,54058,902,48809,4347,725.4203762636785,1.6685781937918531,31.927213,77.233081
Jammu and Kashmir,India,2020-12-26,05:22:28,119628,1861,114353,3414,879.2090734305823,1.555655866519544,33.75943,76.612638
Jharkhand,India,2020-12-26,05:22:28,113954,1016,111351,1587,295.26391028976883,0.8915878336872773,23.654536,85.557631
Karnataka,India,2020-12-26,05:22:28,914488,12044,888917,13527,1353.5400294772176,1.3170211090796162,14.70518,76.166436
Kerala,India,2020-12-26,05:22:28,732084,2930,664951,64203,2050.687457504589,0.4002272963211872,10.450898,76.405749
Ladakh,India,2020-12-26,05:22:28,9355,126,9020,209,3410.6362267535333,1.3468733297701765,34.1526,77.5771
Lakshadweep,India,2020-12-26,05:22:28,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-12-26,05:22:28,236400,3536,222403,10461,276.9480628074626,1.4957698815566836,23.541513,78.289633
Maharashtra,India,2020-12-26,05:22:28,1913382,49129,1806298,57955,1553.7732533340195,2.5676524604078015,19.449759,76.108221
Manipur,India,2020-12-26,05:22:28,27943,344,26247,1352,903.8522809792514,1.2310775507282683,24.738975,93.882541
Meghalaya,India,2020-12-26,05:22:28,13369,135,12940,294,397.09389879140167,1.009798788241454,25.536934,91.278882
Mizoram,India,2020-12-26,05:22:28,4178,8,4036,134,337.14103114479474,0.19147917663954045,23.309381,92.83822
Nagaland,India,2020-12-26,05:22:28,11895,77,11544,274,528.7383400861006,0.6473308112652375,26.06702,94.470302
Odisha,India,2020-12-26,05:22:28,327867,1853,323378,2636,707.2755149274748,0.5651681932002915,20.505428,84.418059
Puducherry,India,2020-12-26,05:22:28,37914,629,36936,349,2682.198335811741,1.6590177770744317,11.882658,78.86498
Punjab,India,2020-12-26,05:22:28,164821,5269,154845,4707,546.8264501421352,3.1968013784651226,30.841465000000003,75.40879
Rajasthan,India,2020-12-26,05:22:28,303732,2657,289375,11700,374.8265098298786,0.8747843493606206,26.583423,73.847973
Sikkim,India,2020-12-26,05:22:28,5684,125,5142,417,823.4685643338437,2.199155524278677,27.571671,88.472712
Tamil Nadu,India,2020-12-26,05:22:28,812142,12048,790965,9129,1043.3309108393623,1.483484415286982,11.006091,78.400624
Telangana,India,2020-12-26,05:22:28,284391,1529,276244,6618,722.4879614555209,0.537640080030662,18.1124,79.0193
Tripura,India,2020-12-26,05:22:28,33226,385,32672,169,796.8259343267317,1.1587311141876844,23.746783,91.743565
Uttar Pradesh,India,2020-12-26,05:22:28,579982,8279,555544,16159,243.8100538826432,1.4274580935270405,26.925425,80.560982
Uttarakhand,India,2020-12-26,05:22:28,88844,1463,81871,5510,789.6642193866459,1.6467065868263473,30.156447,79.197608
West Bengal,India,2020-12-26,05:22:28,544755,9536,520470,14749,546.8916894238282,1.750511697919248,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-12-27,05:22:55,4912,62,4789,61,1177.8359661995607,1.262214983713355,11.225999,92.968178
Andhra Pradesh,India,2020-12-27,05:22:55,880712,7092,869920,3700,1633.8711739351916,0.8052575643343113,15.9129,79.74
Arunachal Pradesh,India,2020-12-27,05:22:55,16687,56,16477,154,1062.5562733928573,0.3355905794930185,27.768456,96.384277
Assam,India,2020-12-27,05:22:55,215910,1035,211486,3389,606.3688699304653,0.47936640266777825,26.357149,92.830441
Bihar,India,2020-12-27,05:22:55,249403,1379,242767,5257,199.8422659321128,0.5529203738527604,25.679658,85.60484
Chandigarh,India,2020-12-27,05:22:55,19423,315,18754,354,1676.6035980122108,1.6217886011429747,30.733839,76.76827800000002
Chhattisgarh,India,2020-12-27,05:22:55,274324,3275,257021,14028,931.9263733186494,1.193843775972937,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-12-27,05:22:55,3372,2,3362,8,547.6479721433631,0.05931198102016608,20.194742,73.080901
Delhi,India,2020-12-27,05:22:55,622094,10437,604746,6911,3324.7640068191195,1.6777207303076385,28.646519,77.10898
Goa,India,2020-12-27,05:22:55,50595,731,48913,951,3189.598108747045,1.4448067990908193,15.359682,74.057396
Gujarat,India,2020-12-27,05:22:55,240995,4275,226208,10512,377.3069491252395,1.7738957239776758,22.694884,71.590923
Haryana,India,2020-12-27,05:22:55,260545,2865,253145,4535,923.764740987067,1.0996181081962808,29.20004,76.332824
Himachal Pradesh,India,2020-12-27,05:22:55,54280,913,49076,4291,728.3994602758604,1.6820191599115697,31.927213,77.233081
Jammu and Kashmir,India,2020-12-27,05:22:55,119877,1867,114722,3288,881.0391053569223,1.5574296987745773,33.75943,76.612638
Jharkhand,India,2020-12-27,05:22:55,114146,1018,111530,1598,295.76139761602,0.8918402747358646,23.654536,85.557631
Karnataka,India,2020-12-27,05:22:55,915345,12051,889881,13413,1354.808481119297,1.3165527751831276,14.70518,76.166436
Kerala,India,2020-12-27,05:22:55,735611,2951,668733,63927,2060.5671634708697,0.4011631147440699,10.450898,76.405749
