State,Country,Date,Time,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Lat,Long
Andaman and Nicobar Islands,India,2020-10-03,04:23:40,3858,53,3631,174,922.7021168436296,1.3773388773388773,11.225999,92.968178
Andhra Pradesh,India,2020-10-03,04:23:40,706790,5900,643993,56897,1299.0555158559316,0.8381471934422016,15.9129,79.74
Arunachal Pradesh,India,2020-10-03,04:23:40,10220,18,7183,3019,638.0304344337768,0.1596806387225549,27.768456,96.384277
Assam,India,2020-10-03,04:23:40,183812,721,148963,34128,512.2470307064848,0.38981118006973836,26.357149,92.830441
Bihar,India,2020-10-03,04:23:40,185436,910,172449,12077,147.4664335938789,0.49120290374813896,25.679658,85.60484
Chandigarh,India,2020-10-03,04:23:40,12212,169,10162,1881,1040.7665953371377,1.3602056896408725,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-03,04:23:40,118790,1002,88095,29693,394.5919571021168,0.8488803560820641,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-03,04:23:40,3061,2,2959,100,496.00145519745865,0.06548788474132286,20.194742,73.080901
Delhi,India,2020-10-03,04:23:40,285672,5438,253784,26450,1511.1601662387347,1.9101544816659122,28.646519,77.10898
Goa,India,2020-10-03,04:23:40,34455,442,29004,5009,2139.7635933806146,1.2963290318779093,15.359682,74.057396
Gujarat,India,2020-10-03,04:23:40,139893,3475,119683,16735,216.96852188063264,2.4966987292813694,22.694884,71.590923
Haryana,India,2020-10-03,04:23:40,131388,1425,116716,13247,460.6042143626316,1.079192068477123,29.20004,76.332824
Himachal Pradesh,India,2020-10-03,04:23:40,15454,202,11996,3256,204.2282864026957,1.2812931204415534,31.927213,77.233081
Jammu and Kashmir,India,2020-10-03,04:23:40,77253,1212,59952,16089,559.761934160008,1.5729422422961281,33.75943,76.612638
Jharkhand,India,2020-10-03,04:23:40,85400,729,73428,11243,219.37118223821,0.8516016252480393,23.654536,85.557631
Karnataka,India,2020-10-03,04:23:40,620630,9119,499506,112005,905.5841859217971,1.4699993625753265,14.70518,76.166436
Kerala,India,2020-10-03,04:23:40,213499,791,135144,77564,572.1125676946838,0.3774952139873972,10.450898,76.405749
Ladakh,India,2020-10-03,04:23:40,4429,61,3274,1094,1589.564291677756,1.3990825688073394,34.1526,77.5771
Lakshadweep,India,2020-10-03,04:23:40,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-03,04:23:40,132107,2372,109611,20124,152.40109811547038,1.7957075210626652,23.541513,78.289633
Maharashtra,India,2020-10-03,04:23:40,1416513,37480,1117720,261313,1137.627057015903,2.645115145596971,19.449759,76.108221
Manipur,India,2020-10-03,04:23:40,11397,69,8992,2336,359.39958823177415,0.6120061200612006,24.738975,93.882541
Meghalaya,India,2020-10-03,04:23:40,6033,52,4226,1755,172.3344154976223,0.8790072388831437,25.536934,91.278882
Mizoram,India,2020-10-03,04:23:40,2103,0,1759,344,165.34274121964685,0.0,23.309381,92.83822
Nagaland,India,2020-10-03,04:23:40,6318,17,5211,1090,277.54873438399426,0.27226137091607944,26.06702,94.470302
Odisha,India,2020-10-03,04:23:40,226334,875,194128,31331,480.4823435779024,0.38566182082663625,20.505428,84.418059
Puducherry,India,2020-10-03,04:23:40,28534,532,22948,5054,1982.53748385262,1.8733942335141307,11.882658,78.86498
Punjab,India,2020-10-03,04:23:40,116213,3501,97777,14935,382.0363458559103,2.9969344599699523,30.841465000000003,75.40879
Rajasthan,India,2020-10-03,04:23:40,139696,1516,117238,20942,169.6660961109164,1.09102811215769,26.583423,73.847973
Sikkim,India,2020-10-03,04:23:40,3092,41,2409,642,441.8682479272033,1.278688524590164,27.571671,88.472712
Tamil Nadu,India,2020-10-03,04:23:40,608885,9653,552938,46294,775.0259255158321,1.588953902766497,11.006091,78.400624
Telangana,India,2020-10-03,04:23:40,197327,1153,167846,28328,496.9395925059266,0.5853513897622298,18.1124,79.0193
Tripura,India,2020-10-03,04:23:40,26552,289,20897,5366,632.2134858460632,1.0848949245125559,23.746783,91.743565
Uttar Pradesh,India,2020-10-03,04:23:40,406995,5917,351966,49112,169.453666717497,1.4547222656356595,26.925425,80.560982
Uttarakhand,India,2020-10-03,04:23:40,49559,636,40419,8504,437.72661605008255,1.269087069525666,30.156447,79.197608
West Bengal,India,2020-10-03,04:23:40,263634,5070,231699,26865,261.3450673377365,1.9272137797513866,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-04,04:23:44,3868,53,3642,173,925.0999913676516,1.3737687921202695,11.225999,92.968178
Andhra Pradesh,India,2020-10-04,04:23:44,713014,5941,651791,55282,1311.216160363041,0.8347599711371129,15.9129,79.74
Arunachal Pradesh,India,2020-10-04,04:23:44,10421,18,7388,3015,650.7655728456285,0.1761252446183953,27.768456,96.384277
Assam,India,2020-10-04,04:23:44,185444,735,150776,33933,516.2237724962191,0.3922486018323069,26.357149,92.830441
Bihar,India,2020-10-04,04:23:44,186441,912,173932,11597,148.58662656578818,0.4907353480446084,25.679658,85.60484
Chandigarh,India,2020-10-04,04:23:44,12360,172,10396,1792,1054.1462770388264,1.3838847035702588,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-04,04:23:44,121400,1031,91077,29292,403.5503050645309,0.8435053455678088,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-04,04:23:44,3070,2,2967,101,497.1383282119911,0.06533812479581835,20.194742,73.080901
Delhi,India,2020-10-04,04:23:44,287930,5472,257224,25234,1526.7660246779928,1.9035817300960542,28.646519,77.10898
Goa,India,2020-10-04,04:23:44,34900,450,29527,4923,2172.1040189125297,1.2828326803076477,15.359682,74.057396
Gujarat,India,2020-10-04,04:23:44,141236,3487,120987,16762,219.01948602243667,2.484041374479066,22.694884,71.590923
Haryana,India,2020-10-04,04:23:44,132576,1450,118258,12868,465.83738620510377,1.0845739336925746,29.20004,76.332824
Himachal Pradesh,India,2020-10-04,04:23:44,15695,210,12193,3292,207.381821280456,1.3071049566455286,31.927213,77.233081
Jammu and Kashmir,India,2020-10-04,04:23:44,78228,1231,61351,15646,567.7729172913763,1.5688711118014835,33.75943,76.612638
Jharkhand,India,2020-10-04,04:23:44,86277,734,74604,10939,221.2782169888398,0.8536299765807962,23.654536,85.557631
Karnataka,India,2020-10-04,04:23:44,630516,9219,508495,112802,918.5987661887808,1.4693134395694698,14.70518,76.166436
Kerala,India,2020-10-04,04:23:44,221333,813,139620,80900,598.0457454196134,0.3704935386114221,10.450898,76.405749
Ladakh,India,2020-10-04,04:23:44,4477,61,3315,1101,1614.7202403304543,1.377286069090088,34.1526,77.5771
Lakshadweep,India,2020-10-04,04:23:44,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-04,04:23:44,133918,2399,111712,19807,154.7664032711737,1.7955142422430304,23.541513,78.289633
Maharashtra,India,2020-10-04,04:23:44,1430861,37758,1134555,258548,1150.287821459558,2.6459340648479754,19.449759,76.108221
Manipur,India,2020-10-04,04:23:44,11649,71,9081,2497,368.65062614323904,0.6054224795998947,24.738975,93.882541
Meghalaya,India,2020-10-04,04:23:44,6456,54,4319,2083,179.19571332250183,0.8619260732637162,25.536934,91.278882
Mizoram,India,2020-10-04,04:23:44,2120,0,1772,348,169.70023659586002,0.0,23.309381,92.83822
Nagaland,India,2020-10-04,04:23:44,6429,17,5257,1155,280.83806916048616,0.2690724912947135,26.06702,94.470302
Odisha,India,2020-10-04,04:23:44,229387,892,198194,30301,488.2482726093051,0.3865967994203257,20.505428,84.418059
Puducherry,India,2020-10-04,04:23:44,28752,534,23344,4874,2018.617062669521,1.8644424195696363,11.882658,78.86498
Punjab,India,2020-10-04,04:23:44,117319,3562,99468,14289,385.55974208606887,3.0125717432645227,30.841465000000003,75.40879
Rajasthan,India,2020-10-04,04:23:44,141846,1530,119241,21075,172.39462459403262,1.08521360668881,26.583423,73.847973
Sikkim,India,2020-10-04,04:23:44,3131,43,2448,640,447.952991013414,1.3260025873221215,27.571671,88.472712
Tamil Nadu,India,2020-10-04,04:23:44,614507,9718,558534,46255,782.2136296933604,1.5853568407827423,11.006091,78.400624
Telangana,India,2020-10-04,04:23:44,199276,1163,170212,27901,501.3041269594804,0.58430929371044,18.1124,79.0193
Tripura,India,2020-10-04,04:23:44,26874,293,21410,5171,636.7700658593686,1.0884302500753238,23.746783,91.743565
Uttar Pradesh,India,2020-10-04,04:23:44,410626,5977,356826,47823,171.09060777742482,1.4538262140812541,26.925425,80.560982
Uttarakhand,India,2020-10-04,04:23:44,50062,648,41338,8076,440.4908496756425,1.2833188724550535,30.156447,79.197608
West Bengal,India,2020-10-04,04:23:44,266974,5132,234712,27130,264.6680501318235,1.923120690047566,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-05,04:23:33,3884,53,3649,182,927.4978658916737,1.3702171664943124,11.225999,92.968178
Andhra Pradesh,India,2020-10-05,04:23:33,719256,5981,658875,54400,1322.7627433397377,0.8332234710678893,15.9129,79.74
Arunachal Pradesh,India,2020-10-05,04:23:33,10548,18,7577,2953,663.5643869495395,0.1727281450916419,27.768456,96.384277
Assam,India,2020-10-05,04:23:33,186200,749,152127,33324,520.807135914896,0.3963460667371282,26.357149,92.830441
Bihar,India,2020-10-05,04:23:33,188168,915,175458,11795,149.39191550482167,0.4891627914460875,25.679658,85.60484
Chandigarh,India,2020-10-05,04:23:33,12445,174,10598,1673,1066.921715050761,1.3915857605177993,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-05,04:23:33,123324,1045,93731,28548,412.4169293276712,0.8492586490939045,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-05,04:23:33,3087,2,2980,105,498.6000220878185,0.06514657980456026,20.194742,73.080901
Delhi,India,2020-10-05,04:23:33,290613,5510,260350,24753,1538.8338426080768,1.9004619178272497,28.646519,77.10898
Goa,India,2020-10-05,04:23:33,35328,456,30033,4839,2200.157604412924,1.2893982808022924,15.359682,74.057396
Gujarat,India,2020-10-05,04:23:33,142538,3496,122233,16809,221.1221156731564,2.4689172732164604,22.694884,71.590923
Haryana,India,2020-10-05,04:23:33,133878,1470,120341,12067,470.04945134660574,1.0937122857832489,29.20004,76.332824
Himachal Pradesh,India,2020-10-05,04:23:33,15851,217,12361,3273,210.6158719423292,1.3380057343102898,31.927213,77.233081
Jammu and Kashmir,India,2020-10-05,04:23:33,79106,1242,62404,15460,574.9387049547562,1.5736053586950964,33.75943,76.612638
Jharkhand,India,2020-10-05,04:23:33,87210,743,75531,10936,223.55059399468536,0.8507481715868656,23.654536,85.557631
Karnataka,India,2020-10-05,04:23:33,640661,9286,515782,115593,933.2311033341688,1.4621357745084977,14.70518,76.166436
Kerala,India,2020-10-05,04:23:33,229886,836,144471,84579,619.9900653912164,0.3673198303009492,10.450898,76.405749
Ladakh,India,2020-10-05,04:23:33,4521,61,3354,1106,1632.2200306975492,1.3625195443377263,34.1526,77.5771
Lakshadweep,India,2020-10-05,04:23:33,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-05,04:23:33,135638,2434,113832,19372,156.88803162034588,1.791394734091011,23.541513,78.289633
Maharashtra,India,2020-10-05,04:23:33,1443409,38084,1149603,255722,1161.939200347222,2.6388307459634444,19.449759,76.108221
Manipur,India,2020-10-05,04:23:33,11855,74,9205,2576,376.8018903169775,0.6094943771997596,24.738975,93.882541
Meghalaya,India,2020-10-05,04:23:33,6656,54,4393,2209,191.7599080407876,0.8364312267657993,25.536934,91.278882
Mizoram,India,2020-10-05,04:23:33,2120,0,1807,313,171.07204069577904,0.0,23.309381,92.83822
Nagaland,India,2020-10-05,04:23:33,6552,17,5309,1226,285.7720713252241,0.2644268159900451,26.06702,94.470302
Odisha,India,2020-10-05,04:23:33,232713,907,202302,29504,494.8342118684363,0.3888624900277697,20.505428,84.418059
Puducherry,India,2020-10-05,04:23:33,29089,539,23763,4787,2034.039314006941,1.857262103505843,11.882658,78.86498
Punjab,India,2020-10-05,04:23:33,118157,3603,100977,13577,389.2291170677593,3.036166349866603,30.841465000000003,75.40879
Rajasthan,India,2020-10-05,04:23:33,144030,1545,121331,21154,175.04787481506386,1.07863457552557,26.583423,73.847973
Sikkim,India,2020-10-05,04:23:33,3174,45,2480,649,453.60310959346674,1.3733631427658894,27.571671,88.472712
Tamil Nadu,India,2020-10-05,04:23:33,619996,9784,564092,46120,789.4360198427911,1.5814303173112756,11.006091,78.400624
Telangana,India,2020-10-05,04:23:33,200611,1171,172388,27052,506.255510923378,0.5836126778939762,18.1124,79.0193
Tripura,India,2020-10-05,04:23:33,27033,299,21876,4858,644.4922698819173,1.090273126441914,23.746783,91.743565
Uttar Pradesh,India,2020-10-05,04:23:33,414466,6029,362052,46385,172.61699015765015,1.4555824521584118,26.925425,80.560982
Uttarakhand,India,2020-10-05,04:23:33,51481,652,41740,9089,444.9616198160176,1.2943949502616756,30.156447,79.197608
West Bengal,India,2020-10-05,04:23:33,270331,5194,237698,27439,268.02115059473914,1.9222845670364905,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-06,04:23:33,3899,54,3659,186,934.9312769161417,1.3849705052577583,11.225999,92.968178
Andhra Pradesh,India,2020-10-06,04:23:33,723512,6019,666433,51060,1342.2383262589797,0.8319143289952343,15.9129,79.74
Arunachal Pradesh,India,2020-10-06,04:23:33,10783,19,7775,2989,686.6149874749914,0.176203282945377,27.768456,96.384277
Assam,India,2020-10-06,04:23:33,187718,760,153491,33467,527.1935136195964,0.404862613068539,26.357149,92.830441
Bihar,India,2020-10-06,04:23:33,189442,924,176995,11523,151.7965643665526,0.48774822900940656,25.679658,85.60484
Chandigarh,India,2020-10-06,04:23:33,12578,177,10797,1604,1085.739589960232,1.4072189537287327,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-06,04:23:33,126005,1081,97067,27857,428.0609158149357,0.857902464187929,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-06,04:23:33,3092,2,2991,99,502.1730515620635,0.0646830530401035,20.194742,73.080901
Delhi,India,2020-10-06,04:23:33,292560,5542,263938,23080,1563.5787482840235,1.8943122778233525,28.646519,77.10898
Goa,India,2020-10-06,04:23:33,35719,460,30456,4803,2251.7888100866826,1.2878300064391501,15.359682,74.057396
Gujarat,India,2020-10-06,04:23:33,143865,3509,123638,16718,225.23813455010512,2.4390922044972716,22.694884,71.590923
Haryana,India,2020-10-06,04:23:33,134909,1491,121596,11822,478.3211247263399,1.1051894239820916,29.20004,76.332824
Himachal Pradesh,India,2020-10-06,04:23:33,16033,224,12653,3156,215.15159444736315,1.3971184432108776,31.927213,77.233081
Jammu and Kashmir,India,2020-10-06,04:23:33,79738,1252,63790,14696,586.0364889257345,1.570142215756603,33.75943,76.612638
Jharkhand,India,2020-10-06,04:23:33,88026,747,76843,10436,228.08239260725543,0.848612909822098,23.654536,85.557631
Karnataka,India,2020-10-06,04:23:33,647712,9370,522846,115496,958.6830221640388,1.4466306012548786,14.70518,76.166436
Kerala,India,2020-10-06,04:23:33,234928,859,149111,84958,658.0718920460467,0.3656439419737111,10.450898,76.405749
Ladakh,India,2020-10-06,04:23:33,4641,61,3414,1166,1692.0109811184554,1.3143719026071967,34.1526,77.5771
Lakshadweep,India,2020-10-06,04:23:33,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-06,04:23:33,137098,2463,115878,18757,160.61347510481178,1.7965251134225153,23.541513,78.289633
Maharashtra,India,2020-10-06,04:23:33,1453653,38347,1162585,252721,1180.44757974558,2.637974812420846,19.449759,76.108221
Manipur,India,2020-10-06,04:23:33,12105,75,9334,2696,391.5517969170754,0.6195786864931846,24.738975,93.882541
Meghalaya,India,2020-10-06,04:23:33,6767,59,4491,2217,200.9974129045864,0.8718782325993794,25.536934,91.278882
Mizoram,India,2020-10-06,04:23:33,2128,0,1837,291,171.71759556632915,0.0,23.309381,92.83822
Nagaland,India,2020-10-06,04:23:33,6594,17,5422,1155,293.10639886740205,0.2578101304215954,26.06702,94.470302
Odisha,India,2020-10-06,04:23:33,235330,924,206400,28006,507.654466377777,0.39264012238133683,20.505428,84.418059
Puducherry,India,2020-10-06,04:23:33,29277,543,24221,4513,2071.1800569066927,1.8546982272773849,11.882658,78.86498
Punjab,India,2020-10-06,04:23:33,119184,3641,102648,12895,395.4166255133766,3.0549402604376428,30.841465000000003,75.40879
Rajasthan,India,2020-10-06,04:23:33,146195,1559,123421,21215,180.41484468076828,1.0663839392592085,26.583423,73.847973
Sikkim,India,2020-10-06,04:23:33,3191,46,2547,598,462.2955997166249,1.4415543716703227,27.571671,88.472712
Tamil Nadu,India,2020-10-06,04:23:33,625391,9846,569664,45881,803.4183205162886,1.5743750709556101,11.006091,78.400624
Telangana,India,2020-10-06,04:23:33,202594,1181,174769,26644,514.6848038901364,0.5829392775699181,18.1124,79.0193
Tripura,India,2020-10-06,04:23:33,27308,301,22131,4876,654.9004579123093,1.1022411015087155,23.746783,91.743565
Uttar Pradesh,India,2020-10-06,04:23:33,417437,6092,366321,45024,175.48016569929572,1.4593818947529806,26.925425,80.560982
Uttarakhand,India,2020-10-06,04:23:33,51991,669,42621,8701,462.1069788633009,1.286761170202535,30.156447,79.197608
West Bengal,India,2020-10-06,04:23:33,273679,5255,240707,27717,274.75244957792745,1.920132710218906,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-07,04:23:40,3912,54,3678,180,938.04851379737,1.3803680981595092,11.225999,92.968178
Andhra Pradesh,India,2020-10-07,04:23:40,729307,6052,672479,50776,1352.9890409681632,0.8298288649361655,15.9129,79.74
Arunachal Pradesh,India,2020-10-07,04:23:40,11007,20,7965,3022,700.8783424962654,0.18170255292086854,27.768456,96.384277
Assam,India,2020-10-07,04:23:40,188902,778,155077,33047,530.518698844911,0.4118537654445162,26.357149,92.830441
Bihar,India,2020-10-07,04:23:40,190740,925,178395,11420,152.83662908582173,0.4849533396246199,25.679658,85.60484
Chandigarh,India,2020-10-07,04:23:40,12707,180,11035,1492,1096.8749379571211,1.4165420634296058,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-07,04:23:40,128893,1104,100551,27238,437.871954463192,0.856524403962977,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-07,04:23:40,3103,2,3000,101,503.959566299186,0.06445375443119562,20.194742,73.080901
Delhi,India,2020-10-07,04:23:40,295236,5581,266935,22720,1577.8805555386314,1.8903521250795974,28.646519,77.10898
Goa,India,2020-10-07,04:23:40,36238,468,31050,4720,2284.507486209614,1.291462001214195,15.359682,74.057396
Gujarat,India,2020-10-07,04:23:40,145200,3519,125111,16570,227.32823922896648,2.4235537190082646,22.694884,71.590923
Haryana,India,2020-10-07,04:23:40,136115,1509,123286,11320,482.5970090366525,1.1086213863277377,29.20004,76.332824
Himachal Pradesh,India,2020-10-07,04:23:40,16283,229,12918,3136,218.506418785406,1.4063747466683043,31.927213,77.233081
Jammu and Kashmir,India,2020-10-07,04:23:40,80476,1268,65496,13712,591.4604389724775,1.5756250310651623,33.75943,76.612638
Jharkhand,India,2020-10-07,04:23:40,88873,757,78089,10027,230.27703721837423,0.8517772551843642,23.654536,85.557631
Karnataka,India,2020-10-07,04:23:40,657705,9461,533074,115170,973.4737307513204,1.4384868596103115,14.70518,76.166436
Kerala,India,2020-10-07,04:23:40,242799,884,154092,87823,680.1198550912965,0.36408716675109865,10.450898,76.405749
Ladakh,India,2020-10-07,04:23:40,4720,61,3464,1195,1720.8127194309652,1.2923728813559323,34.1526,77.5771
Lakshadweep,India,2020-10-07,04:23:40,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-07,04:23:40,138668,2488,118039,18141,162.45276638487826,1.7942135171777194,23.541513,78.289633
Maharashtra,India,2020-10-07,04:23:40,1465911,38717,1179726,247468,1190.401761680692,2.6411562502771315,19.449759,76.108221
Manipur,India,2020-10-07,04:23:40,12240,78,9482,2680,395.9185455815781,0.6372549019607843,24.738975,93.882541
Meghalaya,India,2020-10-07,04:23:40,7037,60,4606,2371,209.017111660939,0.8526360665056132,25.536934,91.278882
Mizoram,India,2020-10-07,04:23:40,2148,0,1887,261,173.33148274270442,0.0,23.309381,92.83822
Nagaland,India,2020-10-07,04:23:40,6662,17,5460,1185,296.1290308241784,0.25517862503752625,26.06702,94.470302
Odisha,India,2020-10-07,04:23:40,238003,940,210217,26846,513.4206686835935,0.3949530047940572,20.505428,84.418059
Puducherry,India,2020-10-07,04:23:40,29682,546,24614,4522,2099.8314871436432,1.839498686072367,11.882658,78.86498
Punjab,India,2020-10-07,04:23:40,120016,3679,104355,11982,398.1769509968905,3.065424610051993,30.841465000000003,75.40879
Rajasthan,India,2020-10-07,04:23:40,148316,1574,125448,21294,183.03230687556228,1.0612476064618788,26.583423,73.847973
Sikkim,India,2020-10-07,04:23:40,3216,49,2587,580,465.917470601274,1.5236318407960199,27.571671,88.472712
Tamil Nadu,India,2020-10-07,04:23:40,630408,9917,575212,45279,809.863487961983,1.5731082092866842,11.006091,78.400624
Telangana,India,2020-10-07,04:23:40,204748,1189,177008,26551,520.1569850385384,0.5807138531267705,18.1124,79.0193
Tripura,India,2020-10-07,04:23:40,27545,301,22623,4621,660.5841919289059,1.0927573062261753,23.746783,91.743565
Uttar Pradesh,India,2020-10-07,04:23:40,420937,6153,370753,44031,176.95147892727394,1.461738930053666,26.925425,80.560982
Uttarakhand,India,2020-10-07,04:23:40,52329,677,43238,8414,465.1111941862568,1.2937376980259512,30.156447,79.197608
West Bengal,India,2020-10-07,04:23:40,277049,5318,243743,27988,278.1356677096717,1.9195160422885482,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-08,04:23:56,3935,54,3696,185,943.5636252026204,1.372299872935197,11.225999,92.968178
Andhra Pradesh,India,2020-10-08,04:23:56,734427,6086,678828,49513,1362.4875153962942,0.8286732377758443,15.9129,79.74
Arunachal Pradesh,India,2020-10-08,04:23:56,11267,21,8396,2850,717.4340224316728,0.18638501819472797,27.768456,96.384277
Assam,India,2020-10-08,04:23:56,190209,785,157638,31786,534.1893213867068,0.4127039204243753,26.357149,92.830441
Bihar,India,2020-10-08,04:23:56,191985,927,179732,11326,153.8342258311916,0.48285022267364636,25.679658,85.60484
Chandigarh,India,2020-10-08,04:23:56,12820,182,11190,1448,1106.6291575202874,1.4196567862714509,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-08,04:23:56,131739,1134,103828,26777,447.5403118014667,0.86079293147815,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-08,04:23:56,3120,2,3010,108,506.72054362019344,0.0641025641025641,20.194742,73.080901
Delhi,India,2020-10-08,04:23:56,298107,5616,270305,22186,1593.2245348465458,1.883887329046282,28.646519,77.10898
Goa,India,2020-10-08,04:23:56,36670,477,31444,4749,2311.741528762805,1.3007908371966186,15.359682,74.057396
Gujarat,India,2020-10-08,04:23:56,146673,3531,126657,16485,229.63439967238432,2.4073960442617253,22.694884,71.590923
Haryana,India,2020-10-08,04:23:56,137398,1528,124841,11029,487.1458975690995,1.1120977015677085,29.20004,76.332824
Himachal Pradesh,India,2020-10-08,04:23:56,16565,231,13338,2996,222.2906606387183,1.3945064895864776,31.927213,77.233081
Jammu and Kashmir,India,2020-10-08,04:23:56,81097,1282,67684,12131,596.0244944996149,1.5808229650911871,33.75943,76.612638
Jharkhand,India,2020-10-08,04:23:56,89702,767,79176,9759,232.425042392657,0.8550533990323516,23.654536,85.557631
Karnataka,India,2020-10-08,04:23:56,668652,9574,542906,116172,989.6764613532388,1.4318359924145894,14.70518,76.166436
Kerala,India,2020-10-08,04:23:56,253405,906,160253,92246,709.8290020939543,0.3575304354689134,10.450898,76.405749
Ladakh,India,2020-10-08,04:23:56,4802,63,3511,1228,1750.7081946414185,1.3119533527696794,34.1526,77.5771
Lakshadweep,India,2020-10-08,04:23:56,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-08,04:23:56,140307,2518,120267,17522,164.372892759419,1.7946360480945356,23.541513,78.289633
Maharashtra,India,2020-10-08,04:23:56,1480489,39072,1196441,244976,1202.2399134387326,2.6391280178373497,19.449759,76.108221
Manipur,India,2020-10-08,04:23:56,12489,80,9604,2805,403.9727708961054,0.6405636960525263,24.738975,93.882541
Meghalaya,India,2020-10-08,04:23:56,7165,60,4694,2411,212.8190429232099,0.837404047452896,25.536934,91.278882
Mizoram,India,2020-10-08,04:23:56,2150,0,1919,231,173.49287146034197,0.0,23.309381,92.83822
Nagaland,India,2020-10-08,04:23:56,6715,17,5498,1200,298.48490573166583,0.25316455696202533,26.06702,94.470302
Odisha,India,2020-10-08,04:23:56,240998,958,213672,26368,519.8814901972188,0.3975136723126333,20.505428,84.418059
Puducherry,India,2020-10-08,04:23:56,30161,551,24930,4680,2133.7179935226545,1.8268625045588673,11.882658,78.86498
Punjab,India,2020-10-08,04:23:56,120860,3712,105585,11563,400.977088867186,3.071322190964753,30.841465000000003,75.40879
Rajasthan,India,2020-10-08,04:23:56,150467,1590,127526,21351,185.6867911664637,1.056710109193378,26.583423,73.847973
Sikkim,India,2020-10-08,04:23:56,3234,49,2615,570,468.5252176382215,1.5151515151515151,27.571671,88.472712
Tamil Nadu,India,2020-10-08,04:23:56,635855,9984,580736,45135,816.8610616268618,1.5701692996044696,11.006091,78.400624
Telangana,India,2020-10-08,04:23:56,206644,1201,179075,26368,524.9737238766862,0.5811927759818819,18.1124,79.0193
Tripura,India,2020-10-08,04:23:56,27759,304,23066,4389,665.7163399438917,1.0951403148528405,23.746783,91.743565
Uttar Pradesh,India,2020-10-08,04:23:56,424326,6200,374972,43154,178.37613050716482,1.4611407267054104,26.925425,80.560982
Uttarakhand,India,2020-10-08,04:23:56,52959,688,43904,8367,470.7107671254939,1.2991181857663476,30.156447,79.197608
West Bengal,India,2020-10-08,04:23:56,280504,5376,246767,28361,281.60421923643014,1.9165502096226792,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-09,04:23:59,3952,55,3707,190,947.6400118934577,1.3917004048582995,11.225999,92.968178
Andhra Pradesh,India,2020-10-09,04:23:59,739719,6128,684930,48661,1372.3050791997457,0.8284226848303207,15.9129,79.74
Arunachal Pradesh,India,2020-10-09,04:23:59,11479,22,8679,2778,730.9332691482357,0.19165432528965937,27.768456,96.384277
Assam,India,2020-10-09,04:23:59,191397,794,159836,30767,537.5257403458907,0.4148445377931734,26.357149,92.830441
Bihar,India,2020-10-09,04:23:59,193072,929,180696,11447,154.70521993739004,0.48116764730256073,25.679658,85.60484
Chandigarh,India,2020-10-09,04:23:59,12922,186,11344,1392,1115.4338512852694,1.4394056647577775,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-09,04:23:59,134612,1158,106027,27427,457.3003928390153,0.8602502005764716,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-09,04:23:59,3132,2,3025,105,508.6694687879634,0.06385696040868455,20.194742,73.080901
Delhi,India,2020-10-09,04:23:59,300833,5653,272948,22232,1607.7935657045657,1.8791156555298123,28.646519,77.10898
Goa,India,2020-10-09,04:23:59,37102,484,31902,4716,2338.975571315997,1.30451188615169,15.359682,74.057396
Gujarat,India,2020-10-09,04:23:59,147789,3538,127786,16465,231.3816332466235,2.3939535418738878,22.694884,71.590923
Haryana,India,2020-10-09,04:23:59,138682,1548,126267,10867,491.69833161092487,1.1162227253717136,29.20004,76.332824
Himachal Pradesh,India,2020-10-09,04:23:59,16778,238,13597,2943,225.1489709747308,1.4185242579568482,31.927213,77.233081
Jammu and Kashmir,India,2020-10-09,04:23:59,81793,1291,69020,11482,601.1397644623969,1.5783746775396428,33.75943,76.612638
